name,position_desc
,
python开发,"岗位职责:
1、负责分布式爬虫系统平台的设计与开发（如抓取调度，多样化抓取，页面解析和结构化抽取，海量数据存储、读取和报表生成等）；
2、研究反爬虫策略和防屏蔽规则，解决封账号、封IP、验证码自动识别、页面跳转等难点攻克，提升网页抓取的效率和质量；
3、利用主流的大数据相关技术，对抓取后的网页数据进行清洗、过滤、消重、存储和结构化处理等；并持续优化平台，以便满足各种爬取业务需求；
4、把握网络爬虫核心技术研究方向，研究优化算法，提升爬虫系统的稳定性和可扩展性；
职位要求：
1、大学本科及以上学历，计算机、数学或统计学相关专业;
2、熟悉Scrapy分布式爬虫框架优先。
3、熟悉javascript、css、xpath、正则提取、js逆向、redis和elasticsearch。
4、精通爬虫和反爬技术，精通http底层协议；精通深度抓取、动态网页技术抓取、浏览器模拟抓取、APP抓取等技术；
5、有很强的学习能力和技术钻研能力，积极主动，思维灵活开放，有良好的沟通能力，以及吃苦耐劳的精神。
职能类别：
Python开发工程师爬虫开发工程师
微信分享"
,
python开发,"任职资格：
1. 本科及以上学历；
2. 计算机、机械等理工类相关专业；
3. 通过CET-4；
4. 有相关开发经验者优先，特别优秀者***。

工作时间
周末双休，五天八小时工作制；法定节假日正常休息。
培训发展
完善培训体系（内部培训、外部培训），新员工导师制，职业技能培训，海外研发中心交流培训、个人职业生涯规划、技术与管理双层晋升通道。
薪资待遇：
1、合肥地区具有竞争力的起薪，年终奖、特殊奖励、固定调薪，加班支付加班费，入职即缴纳五险一金，享受带薪休假与公司福利年假；
2、提供免费住宿，空调、热水等，阅读、运动、娱乐等生活设施齐全；
3、免费午餐，荤素搭配；
4、班车接送，班车线路覆盖合肥市大部分地区；
5、不定期旅游活动；
6、员工互助基金，大病兜底。
人才补贴：
公司属国家高新技术企业与合肥市重点产业企业，新入职员工符合条件者可享受合肥市人才政策福利。
职能类别：
软件工程师
关键字：
软件软件开发计算机机械cc++c#javapython二次开发
微信分享"
,
python开发,"岗位职责：
1、 负责新软件功能设计和开发以及已有系统的二次开发；
2、 对接系统运营组提交的用户问题排查和功能优化；
3、参与软件系统方案的设计和开发需求的评审；
4、撰写IT委外开发项目的开发需求，跟进和测试项目的交付和使用；
任职要求：
1、计算机或相关专业，大专及以上学历
2、熟练掌握一种（C#、Java、Python）的开发及设计工具
3、熟悉Oracle、Mysql等数据库
4、参与过企业级项目开发经验，熟悉B/S架构软件开发，有微服务开发经验者优先。
5、具有较强的软件需求分析、文档编写、编程开发能力
6、良好的编程习惯，代码版本管理，良好沟通协调能力
职能类别：
Python开发工程师
微信分享"
,
python开发,"1、本科及以上学历，计算机相关专业，基础知识扎实；

2、聪明，学习能力强，有独立解决问题的能力；

3、三年以上的系统软件架构经验，精通Python语言，有完整软件项目开发、迭代和实施经验；

4、精通tornado/Django/flask/fastapi框架，有大型项目经验与性能优化相关经验

5、精通数据库mysql/mongo/redis/elasticsearch/等，对数据库原理，sql优化等有深入理解

6、熟悉kafka/rabitmq等消息队列服务

7、对数据处理/分析，pandas，spark/MR等有一定的了解

8、良好的编程习惯，追求极致的代码品质，熟悉常用设计模式和一般项目的开发流程； 

9、开朗上进，积极沟通，善于团队协作。
职能类别：
Python开发工程师高级软件工程师
微信分享"
,
python开发,"岗位职责：
1.       负责规划、设计和编写爬虫，进行相应的网页信息抓取。
2.       完成数据的爬取、解析处理、入库等日常操作。
3.       数据整理。
 岗位需求：
·         本科毕业，熟练编写python
·         2年以上爬虫经验，熟练使用正则，xpath，scrapy，redis
·         较好的沟通理解能力,较好的学习能力。
·         熟悉数据库
职能类别：
爬虫开发工程师
关键字：
爬虫python
微信分享"
,
python开发,"  1. 全日制本科（含）以上学历;
2. 精通Python/go/ C#等至少一门语言，熟悉shell脚本，掌握常见结构和算法；
3. 熟悉常用数据库应用，表结构设计和优化，掌握sql语句；
4. 熟悉TCP/IP、HTTP等网络协议，熟悉各种IO模型，熟悉网络编程、多线程编程、异步编程技术；
5. 熟悉常见缓存、webserver、反向代理、中间件等；
6. 深刻理解面向对象编程和常见设计模式，良好编码风格。
7. 较强的责任心与敬业精神,诚实信用;
  工作内容：
  职位名称：Python后端开发工程师
工作主要内容:
   岗位职责：
1）负责项目后端业务逻辑开发，与技术团队交流协作；
2）参与项目架构的制定和优化，开拓和引入新的技术；
3）参与行业技术方向的讨论，设计行业技术选型；
4）负责项目部署和升级，以及部分日常维护、相关培训等。
  
职能类别：
Python开发工程师
微信分享"
,
python开发,"1. 岗位职责：
(1)负责建设网易互娱海量物理资源的信息管理
（包括采购、流程、调度、回收等全生命周期）；
(2)负责资源的自动化平台设计和研发，为业务提供高效的资源调度能力及弹性伸缩能力；
(3)设计和研发物理资源的智能化平台，提早预测硬件故障，确保互娱游戏业务平稳运行；
(4)与前端开发、PM、QA等团队成员紧密合作，共同推动完成项目建设目标。

2. 任职要求：
(1)熟练掌握Python、Golang、Java其中一门或多门语言，熟悉Linux操作系统；
(2)熟悉常见分布式计算架构，熟悉容器和云服务的使用；
(3)熟悉数据库原理和使用，有MongoDB、MySQL、Redis、Kafka经验优先；
(4)了解前端开发技能，有React、Vue开发经验优先;
(5)编程基本功扎实，熟悉数据结构、常用算法；
(6)具有优秀的逻辑思维及分析能力，能排查疑难问题；
(7)诚信正直，有良好沟通能力和团队协作意识，能帮助团队成员成长。
职能类别：
Python开发工程师
关键字：
python爬虫软件开发软件工程师GolangJava
微信分享"
,
python开发,"1、负责平台的后端服务开发工作（使用Python语言）;
2、参与 AI Pipeline / DevOps 的整体架构设计和实现，支持包括机器学习、深度学习等场景的算法模型封装及流程自动化实现，并在公司业务场景的使用和推广；
3、参与 AI 平台项目的技术架构，推动 AI 平台在企业应用场景的落地，构建公司 AI 技术壁垒；
4、分析项目需求，能给出良好的解决方案，参与平台的维护工作，保证系统稳定、可靠运行;
5、参与平台等相关业务逻辑的开发，优化代码实现，提高产品性能。
任职资格：1、本科及以上学历，计算机或相关专业，3年以上开发经验
2、精通Python语言、熟练掌握常用的后端框架，包括但不限于 Django、Tornadow、FastAPI、Flask ，有一定的项目部署经验更佳；
3、精通多线程、消息队列、熟悉常用的缓存redis，具备网站性能调优能力；
4、熟悉 python 的测试框架及测试用例编写；
5、熟悉数据库操作优先，包括但不限于 mysql, redis, PostgreSQL 等；
6、熟悉消息队列及分布式任务队列的使用者优先，包括但不限于 kafka, rabbitmq, rocketmq, celery 等；
7、熟悉容器化开发、容器化部署优先；
8、对技术有强烈的进取心，具有良好得到沟通能力和团队合作精神、优秀的分析问题解决问题能力。
职能类别：
Python开发工程师
微信分享"
,
python开发,
,
python开发,"Job Description
Responsibilities
We are recruiting creative talents from junior level to expert level with passion and knowledge to build fast, modern, and responsive mobile and web-based applications backed with AI and data science. The successful candidate will work collaboratively in a highly motivated team, and there are incredible opportunities to learn and grow. The scope of the work includes,
Work closely with customer to understand their needs.
Design and architect future proof solutions.
Develop, test, deploy, monitor and troubleshooting the platform and solutions.
Develop tools to facilitate work e.g. automated testing, performance monitoring, resiliency analysis, etc.
Research and prototype new ideas.
Collaborate across boundaries with peers and business partners in an agile style.
Contribute to a culture of innovation and teamwork.

Reporting structure & key relationships
Reporting to DPG - Digital Solution Director
Maintains strong working relationships with clients and team members.


Qualifications
Full stack capability for web development is ideal, and as a successful candidate, you must be familiar with one or more of below technologies, as well as passion to become a full stack developer.
Deep understanding in micro service, REST and its related concept. Hands-on experience with one or more back-end programming language/tool, including but not limited to java, scala, node.js, python etc.
Experienced with relational database and NoSQL e.g. Mysql, MongoDB etc. with the ability of database design and optimization.
Deep understanding in JavaScript/CSS/HTML5. Experienced in one or more front end framework/toolkit, including but not limited to React, Angular JS, Vue.js, Bootstrap, jQuery, Webpack etc.
Familiar with git and Jenkins and has rich experience in CI/CD. Also be familiar with modern devop infrastructure like docker, Kubernetes etc., and hands on experience in scripting tool e.g. python. Know the automation technology like ansible, salt, puppet.
A strong understanding of web security and defensive programming techniques. Experienced in conducting threat analysis and security review for the design.

All candidates should
Aspire to learn new skills.
Mindset of understanding the real business needs, generating designs to satisfy current and future customer needs.
职能类别：
全栈工程师
微信分享"
,
python开发,"工作职责:
1,根据设计完成代码编写、调试、测试和维护;
2.对后台业务逻辑进行开发以及维护;
3.能根据实际需求,使用前沿第三方框架实现各种功能。
【任职资格】
1、本科及以上计算机相关专业毕业,3年及以上的PHP工作经验。
2、熟练使用Python/go等任意一门开发语言,优先考虑;
3、熟练多种Web/游戏开发框架及部署方式;
4、熟悉多种数据库,如MySQL,Redis;
5、熟悉MYSQL语言;
6、善于解决问题,拥有较强的自学能力,具备创新思维能力;
职能类别：
PHP开发工程师
关键字：
pythondjango
微信分享"
,
python开发,"岗位职责：
1. 负责研发效能平台(自动化测试、DevOps平台)的后端研发工作；
2. 主导平台的架构方案设计、核心模块代码开发等工作；
3. 参与项目中各计算组件的稳定性、可靠性以及日常问题跟进分析和改进；
4. 提升项目研发进度和测试进度，提高软件质量；
5. 负责团队的技能储备和人才培养。

职位要求：
1. 5年以上开发经验；
2. 精通Python语言，有Flask或Django框架的实际项目经验；
3. 熟悉主流SQL数据库（MySQL, MSSQL, Oracle等），熟悉SQL数据模型设计、编写、调优，熟悉主流NoSQL数据库（Redis, MongoDB等），熟悉缓存与消息队列的工作模式及常用组件；
4. 熟悉Docker容器，了解Kubernetes相关知识；
5. 熟悉常用的设计模式，熟悉微服务在Kubernetes云原生平台上的设计和实施；                       
6. 熟悉网络编程，掌握TCP、UDP和HTTP等通讯协议；
7. 了解React/ VueJS等常用前端框架技术，具备前后端分离项目经验；
8. 具备较强的信息获取能力及学习能力。擅长理性思维，善于接纳新鲜事物与多方观点，擅长了解及尝试前沿技术；
9. 有大型分布式架构经验者优先。
职能类别：
Python开发工程师
微信分享"
,
python开发,"1. 熟练掌握Python的基础知识，面向对象的编程思想，熟悉常用的类库
2. 掌握进程线程概念和使用
3. 掌握Django、Flask其中任一web框架
4. 熟悉redis数据库，理解mongodb等非关系型数据库。
5. 熟悉mysql数据库以及django中orm的操作
6 熟悉常用的工具如Nginx，uwsg，celeryi等的基本原理和使用
加分：
1.熟悉docker容器的使用
2.熟悉Linux 平台软件开发以及常用指令
3. 熟悉常用的数据结构、算法和设计模式等
4.了解jQuery、JavaScript、css、HTML等web前端基础知识
职能类别：
Python开发工程师
微信分享"
,
python开发,"职位描述：
1、根据业务、产品和项目相关需求，负责数据验证、数据管理、数据服务接口、数据分析等功能的开发维护工作，负责Python Web开发维护工作； 
2、维护现有爬虫业务。
岗位要求： 
1、计算机、数学或统计等相关专业本科及以上学历，1年以上相关工作经验；
熟悉Python语言，熟悉Tornado，Django等多种web框架的开发，熟悉scrapy框架；
2、熟悉RabbitMQ,kafka,redis，celery等消息中间件；
3、了解python 多进程,多线程，有较强得逻辑思维能力；
4、熟悉MySql,Mongo数据库；
5、懂前端HTML、JavaScript、Java语言的优先；
6、熟悉linux操作系统。
职能类别：
Python开发工程师
关键字：
python
微信分享"
,
python开发,"职责描述： 
1、负责公司内部分布式网络爬虫系统的架构设计与开发，参与系统设计与开发； 
2、手机APP、互联网站、网页、链接的特征挖掘，进行网页抓取、数据提取、清洗、入库； 
3、负责爬虫核心算法的策略优化研究，充分利用资源，避免限制； 
4、优化搜索、匹配、抓取等关键程序的性能及效率；
5、进行技术分享与培训； 
6、负责公司自动化机器人(RPA)开发及维护。 

 岗位要求: 
1、本科及以上学历，3年以上爬虫开发相关经验，熟练使用Python相关开发语言；掌握反爬技术，图片识别码，滑动块识验码等技术优先考虑； 
2、熟练使用正则表达式、css path、xpath等，能够从结构化的和非结构化的数据中获取信息； 
3、熟悉Scrapy，Django，Flask， Tornado等至少一种框架； 
4、熟悉关系型数据库(MySQL/PostgreSQL/Oracle)，缓存数据库(Redis/Memcached)优先考虑； 
5、熟悉selenium技术优先考虑； 
6、有地产行业经验优先。 
7、工作积极主动、责任心强、懂得付出。
职能类别：
Python开发工程师
关键字：
爬虫python
微信分享"
,
python开发,"学历不限，要会java的python开发工程师，做过rpa实施也可以，有rpa实施经验优先！能带团队或者带过团队的优先！
职能类别：
Python开发工程师
关键字：
java
微信分享"
,
python开发,"1、本科及以上学历，计算机、通信相关专业或理工科背景；
2、具有良好的数据结构和算法基础，具备扎实的编程能力；
3、3年以上python web框架(Django)开发经验，掌握RESTful API的开发思想，热爱编程、具有良好的代码风格，了解Python的高级特性；
4、具有构建分布式任务系统经验（Celery/RabbitMQ/Redis）；
5、熟悉Linux操作系统，了解docker，能够进行日常服务的测试部署；
6、了解前端相关技术，VUE、HTML、JS、CSS等；
7、熟悉大数据相关工具ES者优先；
8、良好的自学能力、独立解决问题的能力及沟通与团队协作能力；
9、独立思考，有产品意识，能提出系统改善和产品优化者优先。
职能类别：
软件工程师
关键字：
pythondjangoweb软件开发软件工程师开发
微信分享"
,
python开发,"负责项目系统的架构设计；配合产品经理输出项目（产品）的功能设计文档等；负责输出项目（产品）的功能开发文档；负责功能开发任务的分解与工作任务下达；负责项目（产品）后台的开发实施，以及指导其他后台工程师开发任务的完成和质量的监督。

岗位要求：
1、统招本科以上学历，信息技术、计算机等相关专业，3年以上工作经验；
2、Python基础扎实，精通主流软件系统设计架构及设计模式；
3、扎实的计算机理论基础和系统分析能力，例如计算机网络，软件工程，数据结构与算法，数据库等理论；能指导其他项目成员进行设计开发，解决主要技术问题；
4、具备电力行业DCS、SCADA、SIS、PHM等软件产品研发经验，或具备电力仿真系统开发经验；
5、具有高可靠、高并发、高性能的系统架构经验，熟悉工业常用通信协议；
6、具有良好的团队合作能力，较强的责任心和抗压能力。
7、能够较长时间出差客户现场；
职能类别：
Python开发工程师
关键字：
python开发工程师
微信分享"
,
python开发,"？ 岗位职责：
1) 参与公司产品研发，主要负责网络安全设备、网络审计等相关模块开发。
2) 优化系统架构，保证系统稳定性
3) 接口的定义和实现
4) 负责数据库优化和数据模型的设计
？ 任职要求：
1) 有2年以上计算机技术领域岗位工作经验，并有1年以上Python（Web方向）工作经验；
2) 熟悉Linux 开发环境，熟悉数据库 MySQL及常用的数据库操作，熟悉redis，了解json；
3) 熟悉面向对象的软件设计及设计模式；
4) 具有良好的编码习惯和开发文档书写习惯；
5) 精通常见的Web框架 包括但不限于Django、Flask等Web框架，有框架优化和独立搭建网站后台经验；
6) 学习能力强，抗压能力强，对产品有强烈的责任心，具备良好的沟通能力和团队协作能力；
7) 熟悉网络知识，了解网络安全优先录用。
职能类别：
Python开发工程师
关键字：
python
微信分享"
,
python开发,"工作职责
？ 有Python后端开发能力，负责软件设计与开发
？ 具备软件架构设计与搭建能力，为代码质量与产品质量负责
？ 根据产品需求完成模块设计、代码实现和调测优化等工作
？ 配合团队产品等其他人员解决系统运行中的问题，持续优化系统
基本要求
？ 本科及以上学历，计算机相关专业，具有2年及以上相关工作经验
？ 熟练使用Python编程语言, 了解常用数据结构与算法
？具备机器学习相关知识，掌握机器学习常用算法原理及工程实现方法
？ 熟悉Web框架Django, Flask 及 Tornado中的一个或多个，熟悉ORM
？ 熟练使用常用的开发中间件，Redis、Kafka和MQ
？ 熟练使用Sql server，postgresql，熟悉索引工作原理并且有丰富性能优化经验
？ 熟练使用docker，有K8S使用经验者优先
？ 有服务高并发、高可用性方面经验者优先

职能类别：
Python开发工程师
关键字：
pythondjangoSqlserverdocker
微信分享"
,
python开发,"职位描述：
（1）负责应用案例样板工程的软件开发，如特定应用领域的检测、3D数据处理等。
（2）参与3D相机产品SDK新增算子的开发。
（3）参与3D相机产品SDK的DEMO程序开发。
（4）帮助技术支持工程师解决客户3D相机产品相关疑难编程问题。
（5）参与公司内部自用自动化设备的开发。
（6）执行面向公司外部的软件相关培训和宣讲。
（7）海外客户的远程技术支持。

任职要求：
（1）大学本科学历，计算机、机电一体化、自动化专业优先。
（2）较强的学习意愿和学习能力。
（3）逻辑清晰。
（4）良好的沟通能力。
（5）能够熟练使用C++/C#。对基本的编程术语有正确的理解。
（6）有编程项目经验。
（7）了解机器视觉算法，有OpenCV或其他算法库使用经验者优先。
（8）有较好的专业领域英语听、说、读、写能力。
职能类别：
Python开发工程师
关键字：
python软件工程师开发工程师机器视觉编程项目.net机器学习AIGPUOpenCV
微信分享"
,
python开发,"工作职责:
Summary
The Backend developer will be responsible for developing and designing server and backend architecture, ensuring the responsiveness of applications and working alongside product manager for web design features, among other duties.

Responsibilities
The main and routine tasks of the backend developer are to:
? Design overall architecture of the web application.
? Maintain quality and ensure responsiveness of applications.
? Collaborate with the rest of the engineering team to design and launch new features.
? Maintain code integrity and organization.
? Document the work to ensure knowledge transfer and proper maintainability of the applications.
? Diagnose and resolve technical problems in applications.
? Assess performance of technical solutions on a regular basis and optimize systems whenever necessary;
? Evaluate risks and impacts of tech decisions and changes
? Assimilate business changes and incorporate them in the IT systems and the daily activities;
? Carry out all other related tasks.
任职资格:
Training
Bachelor’s degree in computer science or computer engineering or equivalent.

Relevant Experience
Minimum 2-5 years of relevant work experience as Backend developer for web applications stacks.
Knowledge
Proficiency with server-side programming of Python with experience of one Python framework, i.e.: Flask, Django and ORM such as SQLAlchemy
Excellent API protocol knowledge such as RESTful API, GraphQL
Excellent knowledge of database design and usage
Knowledge of testing
Knowledge of common CI/CD solutions

Personal Skills
? Develop and deliver clean and reusable code
? Ability to solve problems independently
? Good interpersonal and communication skills and team player attitude
? Curiosity, autonomy and pro-activity
? Oral and Written Comprehension of English

Bonus Skills/Desirable Assets
? Knowledge of design patterns and how to efficiently use them.
? Experience with Agile development methodology, i.e.: Scrum
? Experience with source control in a team environment, i.e.: GIT
? Knowledge of Linux administration and willing to expand his role to support our Online game infrastructure: provisioning, automation ""script""ing
? Interest for video games.
职能类别：
Python开发工程师
关键字：
python开发工程师backend后端
微信分享"
,
python开发,"任职资格：
1.计算机相关专业优先；
2.具备3年以上Python开发经验，具备软件工程经验，熟悉软件全生命周期过程；
3.具备XML、JSON、HTML等格式数据处理经验，熟悉正则表达式RE模块使用；
4.具备socket、restful、websocket等网络数据交互开发经验；
5.具备基于win32com组件的MS-OFFICE系列开发经验，包括Word、Execl、Visio相关操作； 
6.具备以下开发经验者优先：自然语言处理NLP、知识图谱neo4j开发、GIS应用开发；
7.具备较强的学习能力和技术开发能力，善于主动和公司各个部门进行沟通协。
        岗位职责：
1.编写Windows操作系统下的Python应用程序，包括数据处理软件、自动化测试软件、知识库平台软件；
2.熟悉项目的开发流程和具体需求； 
3.根据代码规范的和项目要求完成代码编写；
4.对已编制的代码进行调试，保证质量；
5.负责相关设计文档的编写工作。
职能类别：
Python开发工程师
关键字：
python
微信分享"
,
python开发,"岗位职责
1、本科及以上学历，计算机、通信相关专业或理工科背景；
2、具有良好的数据结构和算法基础，具备扎实的编程能力；
3、python web 开发(Django或flask)，基本的数据库开发技能，掌握RESTful API的开发思想，热爱编程、具有良好的代码风格，了解Python的高级特性；
4、具有构建分布式任务系统经验；
5、熟悉Linux操作系统，了解docker，能够进行日常服务的测试部署；
6、了解前端相关技术，如Vue、React、HTML、JS、CSS等；
7、良好的自学能力、独立解决问题的能力及沟通与团队协作能力
职能类别：
Python开发工程师
关键字：
python爬虫软件开发软件工程师开发开发工程师工程师
微信分享"
,
python开发,"1、扎实的编程基础，熟练掌握Python及其常用设计模式，熟悉Python的多进程和协程等并行编程方法；
2、熟悉操作系统和计算机体系结构，熟悉Linux相关工具的使用和shell脚本的编写；
3、熟悉docker以及容器编排相关的工具如K8S的使用；
4、熟悉主流深度学习框架如tensorflow、pytorch的使用；
5、熟悉python后端开发相关技术，如flask、django、celery、redis等；熟悉关系型数据库如MySql等；
6、具有独立解决问题的能力，良好的团队合作意识和沟通能力。
加分项：
1、参与过大规模分布式系统的开发和维护；
2、了解python同态加密和MPC相关工具如paillier、crypten等；
3、了解Hadoop和Spark等大数据框架的使用。
职能类别：
Python开发工程师
关键字：
python
微信分享"
,
python开发,"1、熟悉ODOO平台ERP业务的方案设计、开发、测试可以独立完成ODOO模块开发；
2、满足业务的软件开发需求，根据开发进度和任务分配，提交合格软件。

任职要求：
1、大专以上学历；
2、有Python web开发经验，如django，flask，tornado；
3、熟悉常见python标准库的使用，能对前沿技术研究，站在用户体验上考虑问题；
4、熟练使用常见SQL，non-SQL数据库，如mysql，PostgreSQL等；
5、积极好学，具有一定的抗压能力，责任感强；
6、有odoo 相关开发经验优先；
7、有良好的团队协助精神和积极创新的工作态度，能够适应快速发展的工作环境。
职能类别：
Python开发工程师
关键字：
pythondjango工程师
微信分享"
,
python开发,"岗位职责:
1、根据项目业务场景，设计/搭建/编码/优化算法应用服务器，实现算法调用的上下游通信；
2、通过docker等容器技术实现项目的快速部署，包括镜像制作、优化/仓库管理/容器编排等；
3、持续维护已有项目，更新需求/优化服务器，实现服务器的迭代更新；
4、参与需求评审，与算法/产品/后台/前端/安卓/c++等同事沟通，编码实现需求，解决问题。
5、编写相关技术文档，如通信协议/接口协议/部署文档等；
6、对目前公司服务器，和JAVA,C++工程师沟通协助，解决日常问题和BUG。
任职资格:
1、熟悉python多线程/多进程/携程；
2、熟悉python的常用web框架，如django/tornado/flask等；
3、熟悉linux下开发及相关调试技术；
4、熟悉算法模型封装，了解trition集成框架；
5、熟悉docker，了解docker镜像/仓库/容器的基本原理。
6、熟悉OOP编程思想，了解并在编程过程中使用适当的设计模式，代码编写规范，可扩展性强；
7、了解爬虫，理解网站数据渲染和逆向爬取的原理，有能力实现简单爬虫脚本的编写；
8、熟悉常用Python运维技术，会编写运维脚本。
职能类别：
Python开发工程师
微信分享"
,
python开发,"岗位职责：
1、依据客户需求或产品研发需求，开发《制造业ERP管理软件》相关的功能。
2、对公司现有客户ERP系统进行代码编写，调试，测试、维护和优化；
3、分析并解决软件开发以及实际运行过程中的问题；
4、根据公司发展，针对不同应用系统进行接口程序开发或提供开发意见。
任职要求：
1、计算机软件相关专业，
2、熟练掌握Python ，VB或C#开发语言;
3、熟悉SQL Server、MySQL或Oracle等主流数据库的设计和开发；
4、熟悉C#开发语言及相应的开发环境、开发工具；
5、工作认真负责，责任心强，有python培训经验优先；



职能类别：
Python开发工程师
关键字：
python软件开发软件工程师数据库
微信分享"
,
python开发,"1、根据项目需求，编写python程序收集互联网信息，将结构化的数据存储到数据库；
2、进行详细设计、代码开发，配合测试，高质量完成项目；
任职资格：
1.为人正直，诚信，有上进心和责任心
2.计算机或数学或统计专业,熟练使用python，做事细致认真。
3.有基本的数据库（SqlServer或MySQL或Oracle 等）SQL技能，熟悉HTML、CSS、JavaScript者优先
4.具备基本的英语读写能力，必须至少达到四级水平，因为需要频繁从国外英文网站收集爬取各类公开数据
待遇：根据个人工作经历，待遇5000-9000/月，五险一金，餐饮补助，年底双薪或三~四薪
职能类别：
Python开发工程师
关键字：
python爬虫软件开发HTMLCSSJavascript开发开发工程师工程师
微信分享"
,
python开发,"岗位职责：
1、负责公司软件开发平台XStudio的维护和开发
2、基于Python在window上开发维护项目。
3、负责设计、实现和验证自己负责模块的具体功能，注重用户体验。
4、开发过程中定期对工作质量、进度进行评估，保证开发周期可控。
5、完成日常安装包制作等。

职位要求：
1、***本科或以上学历，电子、自动化、计算机，数学，物理等相关专业。
2、熟悉PyQt或者wxpython进行开发UI界面和内部逻辑；
3、Python的基础语法，具有自主查询、学习能力；
4、精通C/C++，对C/C++的语言特性有深入的理解与实施，能准确获取调试信息；
5、 具有很强的学习能力和执行力，善于思考，勤于钻研；
6、 良好沟通能力及团队合作能力，良好的分析及解决问题的能力，良好的团队合作精神；
7、 可接受应届毕业生及实习生。
职能类别：
Python开发工程师
微信分享"
,
python开发,"1、熟悉Python及其相关开发库（PyQt，tornado，sqlalchemy等）
2、熟悉PyQt平台工作机制，PyQt框架、PyQt布局等；
3、2年+桌面客户端相关开发经验，能够独立基于Windows/Linux系统，使用PyQT完成桌面客户端需求的开发
4、能够独立完成从 需求分析 -> 开发 -> 测试 -> 打包发布 -> 升级 等一整套工作流
5、熟悉阿里云Linux服务器的相关运维工作
职能类别：
Python开发工程师
微信分享"
,
python开发,"一、 岗位职责
1. 人工智能算法云端、客户端中间件的开发工作；
2. 协助AI算法团队的日常维护更新。

二、 岗位要求
1. 精通Python、熟悉C/C++、PHP，Java等开发语言；
2. 熟练掌握Python主流框架如FastApi、Django、Flask、Tornado等；
3. 掌握GUI开发，了解PySimpleGUI、PyQt优先；
4. 熟悉Mysql、Mongodb、Memcached、Redis、RabbitMQ消息队列等常用WEB组件的优先，熟悉Linux开发环境；
5. 了解Tensorflow、Openvino、OpenCV优先；
6. 有较强的数据敏感度，具备良好的沟通能力、跨团队协作能力，逻辑分析能力和文档写作能力；
7. 具备积极主动的技术热情和踏实勤奋的工作态度；
8. 具备理工科专业背景，有志于AI人工智能方向发展的实习生、应届生均可。

三、 薪酬待遇
1. 实行五天工作制，工作时间为9:00～12:00，13:00～18:00；
2. 提供养老保险、医疗保险、失业保险、工伤保险和生育保险，及住房公积金；

四、 投递方式
敬请准备相关资料：
1. 个人简历；
2. 学历证书；
3. 获奖证书；
4. 推荐信；
5. 离职证明；
6. 曾经参与过的项目相关说明材料；

投递地址 ： hr@osai.cc
职能类别：
Python开发工程师
关键字：
python软件开发软件工程师开发工程师
微信分享"
,
python开发,"关于扇贝团队：

扇贝是国内知名的在线学习平台，致力于成为最受用户信赖的终身学习平台。目前已经拥有过亿用户。

我们一直在努力，秉持“让每个人都能通过学习变得更好”这个使命，为每一个用户提供有趣的、个性化的学习体验，让他们成为更好的自己。

我们在分布式架构，自然语言处理等技术方面也有长期积累，结合精良的内容制作，能够为用户提供独特和优秀的产品服务。

福利介绍：
1. 我们会有各种分享会，产品、设计、技术、运营、英语大家一起交流；
2. 我们有一个专门的活动室，工作之余可以与小伙伴一起健身、运动；
3. 我们提供人体工程学座椅， 办公电脑是Mac。

关于扇贝后端开发：
1. 技术栈：Python3/Go/Nodejs/Kotlin；
2. 内部 grpc 协议；
3. 基于 Docker 的 CI/CD；
4. 基于 Kubernetes 的运维系统；
5. 只写必要的注释，多花点时间起好名字；
6. 我们每个月至少有两次团队分享， 我们也会积极参与到技术社区的分享中。

岗位职责：
1. 熟悉数据库表设计，具备数据建模能力
2. 熟悉性能调优，包括不限于：缓存的使用，数据库查询的优化，服务的水平扩展
3. 熟悉服务故障定位方法，熟悉Linux系统，监控报警指标的设计
4. 熟练使用Python/Go/Java(Kotlin)
5. 能够遵循规范，遵守流程。熟练使用 Git。

加分项：
1. 了解使用过 gRPC
2. 了解消息队列，包括AMQP, kafka 等
3. 了解使用过 docker, kubernetes
4. 了解 service mesh
5. 参与或贡献过开源项目
职能类别：
Python开发工程师
关键字：
python开发工程师数据结构服务器配置LinuxDjango
微信分享"
,
python开发,"岗位描述：
1、参与部门研发体系核心业务产品和安全工具的开发；
2、参与系统需求分析、原型设计、功能开发；
3、独立完成模块详细设计方案及实现，并保证系统稳定性；
4、完成项目文档的编写，包括但不限于：需求文档、概要设计文档；
5、配合上级领导完成其他的技术性任务。
任职要求：
1、计算机相关专业本科及以上学历，优秀者可适当放宽要求；
2、至少连续两年python项目经验，并实际使用过Tornado、Django、Flask的一种或几种；
3、精通Python语言及业务逻辑，包括但不限于：多进程和多线程编程、进程通信、消息队列；
4、熟悉主流数据库的使用：MySQL、MongoDB、PostgreSQL、Redis、Elasticsearch；
5、熟悉python爬虫技术，包括但不限于：reuqests、scrapy、feapder，了解基本的数据清洗逻辑；
6、具备独立搭建项目的能力，熟悉完整的产品研发流程；
7、熟悉linux环境开发，并熟练使用相关命令；
8、能够快速融入部门环境和研发习惯，具备良好的自我驱动能力；
加分项：
1、熟悉网络安全产品和工具研发者优先考虑；
2、具备良好的安全编码意识。
职能类别：
Python开发工程师
关键字：
Python开发TornadoMongoDB
微信分享"
,
